Model,Model Index,Displacement,Cylinders,Gears,Transmission,MPG,Aspiration,Lockup Torque Converter,Drive,Max Ethanol,Recommended Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Fuel injection
KIA MOTORS CORPORATION Sorento AWD,4,2.4,4,6,Automatic,22,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sorento AWD,12,3.3,6,6,Automatic,19,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sorento AWD FE,2,3.3,6,6,Automatic,21,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sportage AWD,16,2,4,6,Automatic,21,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sportage AWD,1,2.4,4,6,Automatic,23,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Sportage FE AWD,14,2.4,4,6,Automatic,22,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Land Rover Range Rover Evoque (286 Hp),72,2,4,9,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Land Rover Range Rover Evoque Cabriolet,71,2,4,9,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Land Rover Range Rover Velar,562,2,4,8,Automatic,23,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Land Rover Range Rover Velar,560,3,6,8,Automatic,20,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
LEXUS NX 300 AWD,62,2,4,6,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Required,2,2,Direct ignition
LEXUS NX 300 AWD F SPORT,63,2,4,6,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Required,2,2,Direct ignition
LEXUS NX 300h AWD,26,2.5,4,6,CVT,31,Naturally Aspirated,N,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Lincoln MKC  AWD,101,2,4,6,Automatic,22,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Lincoln MKC  AWD,100,2,4,6,Automatic,21,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Lincoln MKC  AWD,102,2.3,4,6,Automatic,20,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Lincoln MKX AWD,77,2.7,6,6,Automatic,19,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Lincoln MKX AWD,78,3.7,6,6,Automatic,19,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
MAZDA CX-5 4WD,16,2.5,4,6,Automatic,26,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
MAZDA CX-9 4WD,12,2.5,4,6,Automatic,23,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Mercedes-Benz AMG GLC 43 4MATIC,310,3,6,9,Automatic,20,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz AMG GLC 43 4MATIC (coupe),311,3,6,9,Automatic,20,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz GLA 250 4MATIC,35,2,4,7,Manual,26,Turbocharged/Supercharged,Y,4-Wheel Drive,85,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz GLA 250 4MATIC,505,2,4,7,Manual,26,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz GLC 300 4MATIC,112,2,4,9,Automatic,24,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz GLC 300 4MATIC (Coupe),130,2,4,9,Automatic,24,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mitsubishi Motors Corporation OUTLANDER 4WD,212,2.4,4,6,CVT,26,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Mitsubishi Motors Corporation OUTLANDER 4WD,214,3,6,6,Automatic,22,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Recommended,2,2,Multipoint/sequential ignition
Mitsubishi Motors Corporation OUTLANDER SPORT 4WD,224,2,4,6,CVT,26,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Mitsubishi Motors Corporation OUTLANDER SPORT 4WD,226,2.4,4,6,CVT,25,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN PATHFINDER 4WD,592,3.5,6,1,CVT,22,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
NISSAN PATHFINDER 4WD PLATINUM,593,3.5,6,1,CVT,21,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
NISSAN ROGUE AWD,82,2.5,4,1,CVT,27,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN ROGUE AWD Hybrid,783,2,4,7,CVT,33,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Porsche Macan,301,2,4,7,Manual,22,Turbocharged/Supercharged,N,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Porsche Macan GTS,312,3,6,7,Manual,19,Turbocharged/Supercharged,N,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Porsche Macan S,311,3,6,7,Manual,19,Turbocharged/Supercharged,N,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Porsche Macan Turbo,321,3.6,6,7,Manual,19,Turbocharged/Supercharged,N,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Subaru CROSSTREK,15,2,4,7,CVT,29,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Subaru CROSSTREK,14,2,4,6,Manual,25,Naturally Aspirated,N,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Subaru FORESTER,20,2,4,8,CVT,25,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Subaru FORESTER,18,2.5,4,6,CVT,28,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Subaru FORESTER,16,2.5,4,6,Manual,24,Naturally Aspirated,N,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Subaru OUTBACK,19,2.5,4,7,CVT,28,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Subaru OUTBACK,21,3.6,6,6,CVT,22,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA RAV4 AWD,98,2.5,4,6,Automatic,25,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA RAV4 HYBRID AWD,101,2.5,4,6,CVT,32,Naturally Aspirated,N,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA RAV4 Limited AWD/SE AWD,99,2.5,4,6,Automatic,24,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Volkswagen Atlas 4Motion,12,3.6,6,8,Automatic,19,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Volkswagen Tiguan 4Motion,28,2,4,8,Automatic,23,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Volkswagen Tiguan Limited 4Motion,80,2,4,6,Automatic,22,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
"Volvo Cars of North America, LLC XC60 AWD",122,2,4,8,Automatic,23,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
"Volvo Cars of North America, LLC XC60 AWD",121,2,4,8,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
BMW X5 sDrive35i,574,3,6,8,Automatic,21,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Recommended,2,2,Direct ignition
BMW X6 sDrive35i,674,3,6,8,Automatic,21,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Recommended,2,2,Direct ignition
Buick ENCLAVE,519,3.6,6,9,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Cadillac ESCALADE 2WD,540,6.2,8,10,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,Direct ignition
Chevrolet C1500 SUBURBAN 2WD,571,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet C1500 SUBURBAN 2WD,658,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet C1500 TAHOE 2WD,570,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet C1500 TAHOE 2WD,657,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet C1500 TAHOE 2WD,541,6.2,8,10,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,Direct ignition
Chevrolet TRAVERSE,609,2,4,9,Automatic,22,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,Direct ignition
Chevrolet TRAVERSE,520,3.6,6,9,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Dodge Durango RWD,502,3.6,6,8,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Dodge Durango RWD,501,5.7,8,8,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Multipoint/sequential ignition
Ford Expedition 2WD,107,3.5,6,10,Automatic,20,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford Expedition MAX 2WD,108,3.5,6,10,Automatic,19,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EXPLORER FFV 2WD,132,3.5,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford EXPLORER FWD,134,2.3,4,6,Automatic,22,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EXPLORER FWD,136,3.5,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford Flex FWD,50,3.5,6,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
GMC ACADIA FWD,610,2.5,4,6,Automatic,23,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
GMC ACADIA FWD,671,3.6,6,6,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
GMC C1500 YUKON 2WD,574,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
GMC C1500 YUKON 2WD,660,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,Direct ignition
GMC C1500 YUKON 2WD,542,6.2,8,10,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,Direct ignition
GMC C1500 YUKON XL 2WD,575,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
GMC C1500 YUKON XL 2WD,661,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,Direct ignition
GMC C1500 YUKON XL 2WD,543,6.2,8,10,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,Direct ignition
INFINITI QX80 2WD,381,5.6,8,7,Automatic,16,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Recommended,2,2,Direct ignition
Jeep Grand Cherokee 4X2,506,3.6,6,8,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Lincoln MKT FWD,53,3.7,6,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Lincoln Navigator 2WD,117,3.5,6,10,Automatic,19,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Lincoln Navigator L 2WD,118,3.5,6,10,Automatic,18,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Mercedes-Benz GLE 350,401,3.5,6,7,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,2,2,Direct ignition
NISSAN ARMADA 2WD,282,5.6,8,7,Automatic,16,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA 4RUNNER 2WD,57,4,6,5,Automatic,18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA SEQUOIA 2WD,36,5.7,8,6,Automatic,15,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
"Volvo Cars of North America, LLC XC90 FWD",50,2,4,8,Automatic,25,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,Direct ignition
Audi Q7,19,2,4,8,Automatic,21,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Audi Q7,37,3,6,8,Automatic,21,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Bentley Bentayga,20,6,12,8,Automatic,15,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
BMW X5 M,590,4.4,8,8,Automatic,16,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
BMW X5 xDrive35i,571,3,6,8,Automatic,20,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
BMW X5 xDrive50i,572,4.4,8,8,Automatic,17,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
BMW X6 M,690,4.4,8,8,Automatic,16,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
BMW X6 xDrive35i,671,3,6,8,Automatic,20,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
BMW X6 xDrive50i,672,4.4,8,8,Automatic,17,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Buick ENCLAVE AWD,521,3.6,6,9,Automatic,20,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Cadillac ESCALADE 4WD,544,6.2,8,10,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,Direct ignition
Chevrolet K1500 SUBURBAN 4WD,664,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet K1500 SUBURBAN 4WD,579,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet K1500 TAHOE 4WD,578,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet K1500 TAHOE 4WD,663,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet K1500 TAHOE 4WD,545,6.2,8,10,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,Direct ignition
Chevrolet TRAVERSE AWD,522,3.6,6,9,Automatic,20,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Dodge Durango AWD,504,3.6,6,8,Automatic,21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Dodge Durango AWD,503,5.7,8,8,Automatic,17,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,1,1,Multipoint/sequential ignition
Dodge Durango SRT AWD,523,6.4,8,8,Automatic,15,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,1,1,Multipoint/sequential ignition
Ford Expedition 4WD,109,3.5,6,10,Automatic,19,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford Expedition MAX 4WD,110,3.5,6,10,Automatic,18,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EXPLORER AWD,133,2.3,4,6,Automatic,21,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EXPLORER AWD,137,3.5,6,6,Automatic,18,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford EXPLORER AWD,135,3.5,6,6,Automatic,19,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford EXPLORER FFV AWD,131,3.5,6,6,Automatic,18,Naturally Aspirated,Y,All Wheel Drive,85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford FLEX AWD,51,3.5,6,6,Automatic,17,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford FLEX AWD,49,3.5,6,6,Automatic,18,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
GMC ACADIA AWD,593,2.5,4,6,Automatic,23,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
GMC ACADIA AWD,632,3.6,6,6,Automatic,20,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
GMC K1500 YUKON 4WD,583,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
GMC K1500 YUKON 4WD,667,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,Direct ignition
GMC K1500 YUKON 4WD,547,6.2,8,10,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,Direct ignition
GMC K1500 YUKON XL 4WD,666,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,Direct ignition
GMC K1500 YUKON XL 4WD,582,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
GMC K1500 YUKON XL 4WD,546,6.2,8,10,Automatic,16,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,Direct ignition
INFINITI QX80 4WD,382,5.6,8,7,Automatic,15,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Jeep Grand Cherokee 4X4,509,3.6,6,8,Automatic,21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Jeep Grand Cherokee 4X4,508,5.7,8,8,Automatic,17,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,1,1,Multipoint/sequential ignition
Jeep Grand Cherokee SRT 4x4,511,6.4,8,8,Automatic,15,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,1,1,Multipoint/sequential ignition
Jeep Grand Cherokee TrackHawk 4x4,543,6.2,8,8,Automatic,13,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,1,1,Multipoint/sequential ignition
LEXUS GX 460,47,4.6,8,6,Automatic,16,Naturally Aspirated,Y,4-Wheel Drive,15,Premium Unleaded Required,2,2,Multipoint/sequential ignition
LEXUS LX 570,87,5.7,8,8,Automatic,15,Naturally Aspirated,Y,4-Wheel Drive,15,Premium Unleaded Required,2,2,Multipoint/sequential ignition
Lincoln MKT AWD,54,3.5,6,6,Automatic,17,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Lincoln Navigator 4WD,115,3.5,6,10,Automatic,18,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
MASERATI LEVANTE,41,3,8,8,Automatic,16,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
MASERATI LEVANTE S,40,3,8,8,Automatic,16,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz AMG G 63,440,5.5,8,7,Automatic,13,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz AMG G 65,441,6,12,7,Automatic,12,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,1,Multipoint/sequential ignition
Mercedes-Benz AMG GLE 43 4MATIC,270,3,6,9,Automatic,19,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz AMG GLE 43 4MATIC (coupe),271,3,6,9,Automatic,19,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz AMG GLE 63,406,5.5,8,7,Automatic,15,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz AMG GLE 63 S,272,5.5,8,7,Automatic,15,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz AMG GLE 63 S (coupe),274,5.5,8,7,Automatic,15,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz AMG GLS 63,424,5.5,8,7,Automatic,15,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz G 550,435,4,8,7,Automatic,13,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz GLE 350 4MATIC,821,3.5,6,7,Automatic,19,Naturally Aspirated,Y,4-Wheel Drive,85,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz GLE 350 4MATIC,402,3.5,6,7,Automatic,19,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz GLS 450 4MATIC,421,3,6,9,Automatic,19,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz GLS 550 4MATIC,423,4.7,8,9,Automatic,16,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
NISSAN ARMADA 4WD,283,5.6,8,7,Automatic,15,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Porsche Cayenne,401,3.6,6,8,Automatic,20,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Porsche Cayenne GTS,412,3.6,6,8,Automatic,19,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Porsche Cayenne Platinum,402,3.6,6,8,Automatic,19,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Porsche Cayenne S,411,3.6,6,8,Automatic,20,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Porsche Cayenne Turbo,421,4.8,8,8,Automatic,17,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Porsche Cayenne Turbo S,422,4.8,8,8,Automatic,17,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
TOYOTA 4RUNNER 4WD,58,4,6,5,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA 4RUNNER 4WD,207,4,6,5,Automatic,18,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA HIGHLANDER AWD,102,3.5,6,8,Automatic,22,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA HIGHLANDER AWD,103,3.5,6,8,Automatic,22,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA HIGHLANDER AWD LE,108,3.5,6,8,Automatic,23,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA LAND CRUISER WAGON 4WD,86,5.7,8,8,Automatic,15,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA SEQUOIA 4WD,37,5.7,8,6,Automatic,14,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
