case_identifier,turnout16_2016,RIGGED_SYSTEM_1_2016,RIGGED_SYSTEM_2_2016,RIGGED_SYSTEM_3_2016,RIGGED_SYSTEM_4_2016,RIGGED_SYSTEM_5_2016,RIGGED_SYSTEM_6_2016,track_2016,persfinretro_2016,econtrend_2016,Americatrend_2016,futuretrend_2016,wealth_2016,values_culture_2016,US_respect_2016,trustgovt_2016,trust_people_2016,helpful_people_2016,fair_people_2016,imiss_a_2016,imiss_b_2016,imiss_c_2016,imiss_d_2016,imiss_e_2016,imiss_f_2016,imiss_g_2016,imiss_h_2016,imiss_i_2016,imiss_j_2016,imiss_k_2016,imiss_l_2016,imiss_m_2016,imiss_n_2016,imiss_o_2016,imiss_p_2016,imiss_q_2016,imiss_r_2016,imiss_s_2016,imiss_t_2016,imiss_u_2016,imiss_x_2016,imiss_y_2016
45136667,Voted,2,2,2,3,2,2,1,2,2,3,3,2,3,2,2,1,2,1,1,2,2,1,3,1,3,2,3,1,2,1,1,2,2,2,3,1,1,3,3,4,4
45154376,Voted,3,1,1,1,2,1,2,3,3,3,3,1,3,3,3,1,2,1,1,1,1,2,1,1,3,2,2,2,2,3,1,2,1,1,2,1,1,2,1,2,2
45164705,Voted,2,3,2,2,2,2,2,2,3,3,4,2,3,3,3,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2
45168383,Voted,3,2,2,3,3,2,2,1,2,1,2,2,2,3,3,2,1,2,2,2,3,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,3,3,1,1
45172370,Voted,3,3,2,3,2,2,3,2,2,3,2,1,3,3,3,1,2,1,2,2,3,2,2,2,4,2,2,2,2,3,2,1,1,2,2,2,2,2,2,3,3
45187439,Voted,3,3,1,2,2,2,2,3,3,2,1,2,3,3,3,1,2,1,1,1,1,3,2,2,4,2,3,2,1,3,1,2,1,1,2,1,1,2,1,2,3
45201689,Voted,3,2,3,3,1,2,2,3,3,3,2,1,3,3,3,2,2,2,2,1,3,3,2,2,4,2,4,3,3,4,2,2,1,1,1,2,2,3,1,4,4
45230081,Voted,3,4,1,4,2,1,2,1,1,3,3,2,2,3,3,2,1,2,3,1,4,2,2,3,2,1,3,1,1,2,2,1,1,2,1,1,2,4,3,1,3
45248948,Voted,3,3,2,3,3,2,2,1,2,3,1,2,3,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,3,2,1,3
45257894,Voted,3,2,2,1,3,2,2,2,1,1,2,2,3,3,3,2,1,2,2,1,1,2,1,2,2,1,3,2,3,4,2,2,1,1,2,2,2,1,1,2,4
45268886,Voted,3,3,1,3,3,3,1,2,1,4,4,2,1,2,3,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,3,1,1,4,1,1
45272246,Voted,3,2,1,4,2,3,1,1,1,2,3,2,2,3,3,1,2,1,2,2,3,1,2,3,1,1,2,2,1,1,1,1,2,3,2,2,2,1,2,2,1
45308930,Voted,4,3,2,4,3,3,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,3,2,3,1,2,2,2,2,1,2,2,2,2,4,3,1,2
45362135,Voted,2,1,3,1,2,2,2,3,3,3,3,1,3,3,3,1,2,1,1,1,1,3,1,1,4,1,3,2,2,3,1,1,1,1,2,2,1,4,1,4,3
45362417,Voted,3,1,3,1,3,3,2,3,2,3,4,1,3,3,3,1,2,2,1,1,1,4,1,1,4,2,3,2,2,4,2,4,2,1,3,1,2,2,1,4,3
45362450,Voted,4,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2
45362564,Voted,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,2,2,2,4,2,4,2,2,2,2,2,2,3,2,3,2,1,2,4,4,4,4
45364208,Voted,2,2,2,3,2,1,2,2,2,3,2,2,2,3,3,1,2,1,2,2,1,2,4,2,3,1,2,1,2,2,2,2,1,2,2,2,2,1,2,3,2
45410585,Did not vote,2,2,2,2,3,2,1,3,2,1,3,2,3,2,3,1,1,1,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2
45413324,Voted,1,3,1,1,1,1,2,3,3,3,3,8,3,2,3,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,2
45416342,Voted,3,2,1,1,3,2,1,2,1,1,1,8,2,3,3,1,1,2,1,1,2,2,4,1,3,1,2,1,1,2,1,1,1,2,1,2,1,2,4,1,3
45417521,Voted,3,3,2,3,2,2,1,2,1,3,3,2,1,2,3,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,3,2,2,2,2,2,1,2
45438287,Voted,2,1,3,1,3,2,2,2,3,2,3,1,3,3,3,2,2,1,1,1,2,2,1,1,2,2,3,1,2,3,1,1,1,2,1,1,1,1,1,2,2
45470936,Voted,3,3,2,3,2,2,2,1,1,3,3,2,3,3,3,8,2,8,3,2,2,2,2,3,3,3,2,1,1,1,1,2,1,2,1,3,1,2,3,1,2
45474425,Voted,3,3,1,3,3,1,2,2,3,3,3,2,1,3,2,2,2,2,2,2,2,2,4,3,2,1,3,2,1,2,1,2,2,3,2,2,1,2,3,2,2
45475238,Voted,1,3,1,1,1,2,3,2,4,1,1,8,3,3,3,1,2,1,1,1,1,1,4,2,2,1,2,1,1,1,2,1,1,2,1,3,1,3,4,1,1
45481310,Voted,3,1,4,1,3,1,2,3,2,1,2,1,3,3,3,2,1,2,1,1,2,3,1,1,3,2,3,2,3,4,1,1,1,1,3,1,3,2,1,3,3
45483596,Voted,1,2,1,1,1,1,2,3,3,3,2,8,3,3,3,2,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1
45488537,Voted,2,3,2,3,3,3,2,2,1,3,3,2,3,3,3,1,2,1,1,2,2,1,2,3,4,1,3,1,1,1,2,1,2,1,2,2,2,1,1,3,2
45502811,Voted,4,1,3,1,4,2,3,2,1,1,1,1,3,3,3,1,1,1,1,1,1,2,1,1,4,1,1,1,3,3,1,1,1,1,1,1,2,1,1,3,2
45511490,Voted,4,3,1,3,3,2,2,2,2,2,4,2,1,3,3,2,1,2,2,1,3,1,2,2,1,1,2,1,1,1,1,1,1,3,1,3,1,1,3,1,1
45524093,Voted,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2
45549953,Voted,3,3,1,2,2,2,1,2,2,3,2,2,3,2,3,1,2,1,3,2,3,3,3,3,3,3,3,3,3,3,1,3,2,3,2,2,2,3,3,3,3
45551126,Voted,4,4,1,3,1,1,1,1,1,3,3,1,2,3,3,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,3,1,3,1,1,1,1,2
45559382,Voted,2,2,2,3,2,2,1,2,1,1,2,2,2,2,3,2,1,2,2,2,3,1,3,3,3,2,2,1,2,1,1,2,2,3,2,2,1,3,3,2,2
45581708,Voted,4,3,1,4,3,3,1,2,1,1,1,1,2,2,3,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1
45628130,Voted,4,1,4,1,4,1,2,2,2,2,3,1,1,3,3,1,1,2,1,1,1,3,1,1,2,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1
45635537,Voted,2,3,2,1,3,1,2,3,2,2,4,2,3,3,3,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,1
45647693,Voted,3,3,1,3,1,1,2,2,1,1,3,2,8,3,3,1,8,1,2,1,2,1,3,3,2,1,2,1,1,1,1,1,1,3,2,2,1,1,3,1,1
45723188,Voted,2,2,1,2,1,1,2,1,1,2,1,2,1,3,3,1,2,1,1,2,2,2,3,2,1,2,2,1,1,2,1,2,2,2,2,1,2,3,2,3,1
45724496,Voted,2,2,2,2,3,2,3,2,2,3,2,8,3,3,3,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,3,1,2,2
45725216,Voted,3,3,1,1,3,1,2,2,2,1,3,2,2,3,3,2,1,2,2,2,1,1,3,2,1,2,1,1,1,1,1,1,1,3,1,2,1,1,3,2,1
45725501,Voted,3,3,1,2,2,1,3,1,2,3,4,2,3,3,3,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,3,3,2,2
45726998,Voted,4,3,2,3,3,2,2,2,1,1,2,2,2,3,2,2,2,1,2,2,2,1,3,3,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1
45729041,Voted,3,3,1,4,3,4,2,2,1,1,2,2,2,2,3,2,1,2,2,2,3,2,2,2,1,1,1,1,2,1,3,2,2,3,2,3,2,2,3,1,1
45735179,Voted,1,3,1,2,1,2,2,2,2,3,3,2,1,3,1,8,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45736508,Did not vote,2,1,2,3,2,1,3,3,4,3,3,8,3,3,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
45746006,Voted,3,2,4,4,4,3,1,2,1,1,2,1,3,3,3,1,8,2,4,2,2,3,4,3,3,3,4,4,4,3,2,4,2,1,3,4,2,4,4,3,4
45771590,Voted,3,3,1,3,2,1,2,2,2,2,1,2,1,2,3,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,2,2,1,3,3,1,2
45820304,Voted,2,2,2,2,2,1,2,3,3,3,3,2,3,3,3,1,1,2,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,3
45847403,Voted,4,4,1,2,1,1,1,2,4,3,4,8,3,3,3,1,2,1,1,2,1,2,1,1,4,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2
45848030,Voted,3,3,1,1,2,1,2,3,3,3,2,2,8,3,3,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2
45849677,Voted,2,3,1,2,3,1,2,2,2,3,3,2,3,3,3,1,2,1,2,2,2,1,1,2,4,1,1,1,1,1,1,1,2,2,1,3,1,1,3,1,3
45851468,Voted,3,2,2,2,2,1,2,2,2,2,2,8,3,2,3,2,1,2,1,1,2,2,2,1,4,1,2,1,1,3,1,2,1,2,1,2,1,3,2,2,2
45859160,Voted,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2
45870332,Voted,2,2,1,1,1,1,2,1,2,1,4,2,8,8,3,2,1,2,1,1,2,1,1,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1
45897080,Voted,4,2,2,3,3,2,2,2,2,3,4,8,2,3,3,2,1,2,2,1,2,1,1,1,1,1,2,1,3,1,1,2,1,2,1,2,1,3,3,2,2
45897824,Voted,2,1,2,1,3,1,2,3,3,3,3,1,3,3,3,2,2,1,2,1,1,1,1,3,4,1,4,4,3,4,1,2,1,1,1,1,2,1,1,4,4
45907346,Voted,2,2,3,2,2,2,3,2,2,3,4,8,8,3,3,1,8,8,2,1,2,2,1,2,2,2,3,2,2,4,3,2,1,2,2,2,3,2,2,3,3
45934733,Voted,2,2,1,2,2,1,1,1,1,3,4,2,3,2,3,2,1,8,1,1,1,2,4,1,3,2,1,1,2,3,1,2,1,1,1,1,1,3,2,3,2
45939506,Voted,4,3,1,3,3,3,2,1,1,1,3,2,1,3,3,2,1,2,3,2,1,1,2,3,1,1,1,1,1,1,2,1,1,4,1,3,2,1,2,1,1
45950069,Voted,2,4,1,3,1,1,2,3,2,3,3,2,3,3,3,1,1,2,2,2,2,1,2,2,3,2,2,1,1,1,1,2,2,1,3,2,1,1,2,2,2
45951113,Voted,2,2,2,4,3,1,1,2,1,3,4,2,1,1,3,2,1,2,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
45952328,Voted,3,3,3,2,2,1,2,2,2,3,3,8,3,3,3,1,2,2,1,1,2,3,1,1,4,1,3,2,3,4,1,2,1,2,2,2,2,1,2,3,3
45987338,Voted,4,3,1,4,4,3,1,3,1,2,2,2,2,3,3,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1
45996125,Voted,4,3,1,3,3,3,2,2,1,3,3,2,8,3,3,2,1,2,4,2,2,1,2,2,2,2,2,1,2,1,2,1,1,3,1,2,2,2,4,1,1
46007741,Voted,3,1,3,1,2,2,2,2,3,3,3,1,3,3,3,2,1,1,2,1,1,4,1,1,4,1,2,1,1,4,1,2,1,1,4,1,1,3,1,4,4
46026047,Voted,4,4,1,2,3,2,2,2,2,3,1,2,3,3,3,1,2,1,3,1,2,1,2,2,3,2,2,1,1,1,1,1,1,2,1,2,2,3,3,2,2
46031036,Voted,1,3,1,2,1,1,2,3,3,3,3,2,3,8,3,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1
46033061,Voted,4,3,1,2,3,1,2,2,1,2,2,2,1,1,3,1,2,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1
46054844,Voted,3,3,2,2,3,2,1,1,2,3,1,8,3,3,3,2,8,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2
46061072,Voted,1,3,1,2,2,1,2,3,2,2,3,8,1,2,3,1,2,1,1,1,2,1,2,1,3,1,2,1,1,2,1,2,1,1,1,1,1,3,2,1,2
46078550,Voted,2,2,1,1,2,1,2,2,3,3,3,8,2,3,3,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1
46092770,Voted,2,2,2,3,3,2,1,2,1,2,2,2,2,3,3,2,1,2,2,1,3,1,3,3,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2
46106120,Voted,2,4,1,1,2,1,2,2,3,3,3,2,1,3,3,2,1,8,3,1,3,1,3,3,1,1,2,1,2,1,1,1,1,2,1,2,1,3,3,1,1
46128491,Voted,2,3,1,3,1,1,1,3,1,3,2,2,3,3,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2
46131488,Voted,4,4,1,1,3,1,3,2,2,3,4,2,3,3,3,1,2,1,1,1,1,2,1,1,4,2,2,2,2,3,2,2,1,2,2,2,2,2,2,4,3
46146260,Voted,2,2,2,3,2,2,1,1,1,3,2,8,2,3,3,1,2,1,2,1,3,2,1,1,2,2,2,1,2,2,1,1,1,1,3,2,1,3,2,2,3
46183766,Voted,3,4,1,2,2,1,2,2,1,3,3,2,3,3,3,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,3,1,2,1,1,3,2,1
46201484,Voted,3,2,2,2,3,2,2,1,2,3,3,2,2,3,3,1,1,1,1,1,2,1,1,1,4,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1
46210310,Voted,4,4,1,2,2,3,3,3,3,3,3,2,1,3,3,1,2,1,3,2,3,2,1,3,1,1,2,1,2,1,1,1,1,3,1,3,1,1,4,1,1
46227386,Voted,2,1,3,2,3,2,1,1,2,3,3,1,3,3,3,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2
46241537,Voted,2,1,3,1,3,3,2,2,2,1,1,1,3,3,3,2,1,2,2,2,2,3,1,2,4,3,4,1,2,4,4,2,3,1,3,1,3,1,1,4,4
46243256,Voted,2,4,2,3,2,2,2,2,1,1,3,2,1,3,3,2,2,2,3,1,3,1,3,3,1,2,2,1,1,1,1,1,2,2,1,2,1,2,3,1,1
46250060,Voted,3,4,1,1,2,1,2,2,1,2,4,2,2,2,3,1,2,1,2,1,2,1,4,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,3,1,1
46255643,Voted,1,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,1,2,3,2,2,1,1,1,2,2,2,2,1,1
46267604,Voted,3,2,3,1,3,2,1,2,1,1,4,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,3,1,1,3,1,2,1,1,1,1,1,2,1,1,1
46269737,Voted,3,2,2,2,4,2,2,2,3,1,2,1,3,3,3,2,1,8,1,2,2,2,1,1,2,1,3,1,2,2,2,2,1,1,2,2,2,1,1,2,2
46275605,Voted,4,1,1,4,4,1,1,1,1,1,1,2,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46278659,Did not vote,3,2,2,2,2,2,2,2,2,4,4,2,3,3,3,1,8,8,1,1,2,2,1,1,4,2,1,2,1,3,3,3,1,2,1,2,3,2,2,3,3
46295210,Voted,3,2,1,2,3,2,2,2,2,1,4,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,4,1,1,2,1,2,1,2,1,1,1
46355375,Voted,3,2,2,2,3,2,1,2,2,3,4,1,2,3,3,1,1,2,1,1,1,2,1,1,3,1,2,2,2,4,1,1,1,1,3,2,1,3,1,3,3
46389398,Voted,3,2,2,3,2,2,2,2,4,2,2,2,2,3,3,2,8,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,3,2,1,1
46396718,Voted,3,2,2,1,2,1,2,2,2,2,3,2,3,3,3,1,1,8,1,1,2,2,1,1,3,1,2,2,1,3,2,1,1,3,3,1,2,3,1,2,3
46400003,Voted,4,4,1,2,3,1,2,3,3,3,3,2,1,3,3,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1
46424597,Voted,2,3,2,2,2,2,2,2,2,2,3,2,1,3,3,1,2,1,1,1,2,2,3,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,3,1,1
46461095,Voted,4,3,1,2,2,2,2,1,1,1,4,2,1,3,3,1,2,1,2,2,3,1,1,2,2,3,2,2,1,1,2,1,2,3,1,3,3,3,3,3,3
46478213,Voted,2,4,1,3,1,2,2,2,1,3,3,2,2,1,3,2,1,2,3,1,2,2,2,3,2,1,1,1,1,2,1,1,1,3,1,1,1,2,3,1,2
46492808,Voted,3,1,3,1,3,2,2,1,2,3,4,1,3,3,3,8,8,8,1,2,2,2,1,1,3,2,2,1,2,4,2,2,1,1,2,1,2,1,1,2,3
46498376,Voted,2,3,1,3,1,1,1,2,2,2,4,2,3,3,3,1,2,1,1,1,2,3,2,1,4,1,3,1,1,3,1,2,1,2,1,1,1,4,4,2,4
46502723,Voted,1,1,1,1,2,1,2,3,2,3,4,8,3,3,2,1,2,1,1,1,3,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,3
46521128,Voted,4,1,3,2,3,3,1,2,2,3,3,1,2,3,3,2,1,2,1,1,1,2,1,1,3,2,3,2,2,3,2,2,1,1,2,1,2,4,1,1,2
46532639,Voted,3,3,1,1,4,2,2,2,1,3,1,2,2,3,3,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,3,1,2
46544603,Voted,3,2,2,1,2,2,2,3,1,3,3,1,3,3,3,2,1,2,1,1,1,3,2,1,3,1,3,2,1,3,1,2,2,1,2,1,1,1,1,3,3
46557338,Voted,2,2,1,3,2,2,2,2,2,1,4,2,1,3,3,2,8,8,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1
46557410,Voted,3,1,3,1,3,1,2,2,2,3,2,1,3,3,3,1,2,2,1,1,2,2,1,1,2,2,3,2,2,4,1,2,1,2,2,1,2,1,2,4,4
46562624,Voted,3,1,3,1,4,1,2,2,2,3,3,1,2,3,3,2,1,2,2,1,1,2,1,1,3,1,3,2,1,4,1,1,1,1,1,1,1,1,1,2,2
46581587,Voted,3,2,2,2,3,3,1,2,1,3,1,1,3,3,2,1,2,2,1,1,1,1,1,1,3,1,1,1,3,3,1,3,1,1,1,1,1,3,3,3,3
46582172,Voted,2,3,2,2,2,2,3,1,1,1,3,2,3,3,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2
46602383,Voted,3,3,1,3,2,1,1,1,1,2,1,2,2,3,3,2,2,2,2,2,4,1,1,2,1,1,2,2,2,1,1,2,1,3,1,2,1,1,2,1,1
46610231,Voted,3,3,2,1,2,1,2,3,3,3,3,8,3,3,3,1,2,1,1,1,1,3,2,1,4,2,3,1,1,3,1,1,2,1,2,1,1,3,1,2,3
46610519,Voted,2,2,2,2,2,2,2,2,2,3,4,8,8,3,3,1,1,1,2,2,1,2,1,1,3,1,1,1,3,2,1,3,1,1,3,1,1,1,2,3,3
46610945,Voted,3,2,3,4,3,1,1,3,4,3,4,1,3,3,3,1,2,1,2,1,1,2,3,1,4,2,3,1,2,2,1,1,1,1,2,1,1,2,1,4,4
46627367,Voted,3,3,3,3,3,3,3,4,4,4,4,8,8,8,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
46630859,Voted,3,2,3,1,3,1,2,3,3,3,1,1,3,3,3,2,1,2,2,1,1,3,2,1,4,2,3,1,1,4,2,2,1,1,3,1,2,2,1,3,4
46642805,Voted,2,1,3,1,3,3,1,1,3,1,2,1,3,3,3,2,1,2,3,1,1,2,1,1,3,3,3,2,2,3,2,2,3,1,3,2,2,2,2,3,3
46651079,Voted,3,2,3,1,2,1,2,3,2,3,4,8,3,3,3,2,1,2,1,1,1,4,1,1,3,1,3,2,2,4,2,2,1,1,3,1,2,1,1,3,3
46652885,Voted,3,2,2,2,2,1,1,2,2,1,3,2,3,3,3,2,1,2,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4
46658249,Voted,4,2,1,1,3,1,2,3,2,3,4,1,3,3,3,1,2,1,1,1,1,1,1,1,4,1,1,1,2,4,1,1,1,1,2,1,1,1,1,4,4
46664168,Voted,4,2,1,1,3,2,1,2,2,3,1,2,3,2,2,1,2,1,1,2,1,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,3,1,2,1
46666271,Voted,3,2,3,2,3,3,3,2,2,1,1,1,3,2,3,8,8,8,1,1,2,2,1,1,1,1,3,2,1,2,3,1,1,1,2,1,3,4,1,1,1
46689446,Voted,3,2,2,3,3,1,2,3,2,1,4,2,3,3,3,1,1,1,1,1,2,1,1,2,3,1,1,1,2,2,1,2,1,2,1,1,1,3,2,2,1
46700060,Did not vote,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46708622,Voted,3,2,3,1,3,1,2,3,3,3,4,1,3,3,3,1,8,1,1,1,1,3,1,1,4,1,3,2,3,4,2,2,1,1,1,1,3,1,1,2,4
46720739,Voted,2,2,1,2,2,1,2,2,4,4,3,8,8,8,3,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
46743707,Voted,3,4,1,3,3,1,2,2,1,3,3,2,2,3,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,1,1
46769108,Voted,3,3,1,3,2,1,2,1,1,1,4,2,1,3,3,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
46789091,Voted,3,4,1,3,2,2,1,3,2,1,4,2,1,8,3,1,2,1,2,2,2,1,1,3,1,2,2,2,3,1,2,3,2,2,2,2,3,3,3,1,1
46800131,Voted,3,2,2,3,3,2,3,2,4,4,4,2,8,3,3,1,8,2,1,1,2,1,4,1,3,1,2,2,2,4,1,1,1,1,2,2,1,4,3,2,2
46817654,Voted,2,3,2,3,2,2,3,2,1,1,1,2,1,3,3,1,1,2,1,1,1,2,2,1,3,1,2,1,1,2,1,3,1,2,1,1,1,2,2,1,2
46826729,Voted,3,3,1,2,3,2,3,2,2,1,2,2,2,2,3,1,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1
46828337,Voted,3,3,1,3,2,2,2,2,2,3,4,2,8,8,3,2,8,2,2,1,2,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2
46832345,Voted,2,2,2,1,1,2,2,4,3,3,3,2,3,3,3,1,2,1,1,2,1,2,3,1,3,2,3,2,1,3,2,2,2,1,2,1,2,4,1,3,3
46836719,Voted,4,3,1,2,1,1,2,3,3,2,2,2,3,3,3,2,2,2,3,1,1,1,1,3,2,1,1,1,3,1,1,2,1,3,1,3,1,1,4,1,1
46842602,Voted,2,1,3,1,2,2,2,1,2,2,1,1,3,3,3,2,1,2,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1
46847684,Voted,3,4,2,3,2,1,2,2,2,2,4,2,3,3,3,1,2,1,2,1,4,1,1,3,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,1,1
46871420,Voted,4,2,3,1,4,2,2,2,3,3,2,1,3,3,3,2,8,8,1,1,1,2,2,1,2,1,2,1,1,4,1,1,1,1,2,1,1,2,1,2,2
46877585,Voted,3,2,1,2,3,1,2,2,3,3,3,2,3,3,3,1,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1
46887215,Voted,3,3,1,4,2,4,2,2,1,3,1,2,2,3,3,8,1,2,3,2,3,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,3,3,2,1
46897682,Voted,4,3,1,4,4,2,2,2,1,1,4,2,2,3,3,1,2,1,2,1,2,2,2,1,3,2,2,1,1,1,1,1,1,2,2,2,1,2,3,1,1
46912754,Voted,3,1,2,1,1,1,2,3,3,3,2,1,2,3,3,2,1,2,1,1,1,1,4,1,3,1,3,1,3,1,1,2,1,1,2,1,1,4,1,3,4
46920980,Voted,2,2,1,1,2,1,2,3,3,3,3,1,3,3,3,2,1,2,1,1,1,2,4,1,3,1,2,1,1,4,1,1,1,1,1,1,1,3,1,3,4
46983128,Voted,1,3,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,3,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1
46994432,Voted,1,4,2,1,4,2,2,2,2,3,3,2,3,3,3,1,2,1,1,1,1,1,1,1,4,1,1,1,2,1,1,4,1,1,1,1,1,2,2,1,2
46997861,Voted,3,2,4,2,3,1,2,2,2,4,2,1,2,3,3,2,1,2,2,2,3,3,1,2,4,2,3,1,4,4,3,4,2,1,3,2,3,1,1,2,2
47003138,Voted,4,3,1,3,2,2,2,2,2,2,3,2,2,3,3,2,2,1,3,1,2,1,1,4,2,2,2,1,1,2,1,1,2,4,1,4,2,2,4,1,2
47008907,Voted,1,3,1,1,1,1,2,3,3,3,3,2,8,3,3,1,2,1,3,1,3,2,4,3,2,2,3,2,1,2,2,2,2,3,1,2,3,4,1,1,2
47009363,Did not vote,2,3,1,2,3,1,3,3,2,3,4,2,8,8,3,8,8,8,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1
47017349,Voted,3,2,3,1,3,3,2,2,3,3,4,8,3,3,3,1,2,2,1,1,2,4,1,1,3,1,4,1,1,4,1,2,1,1,3,1,1,1,1,3,4
47029649,Voted,2,1,3,1,2,1,2,3,3,3,3,1,3,3,3,1,2,1,4,1,1,4,1,2,2,1,3,3,1,4,1,1,1,2,2,2,1,3,2,3,4
